player_id,season_label,goals,assists,shots_on_target,minutes_played,market_value,market_value_next_season,age_in_days
1585,2017-2018,0,0,0,7,0,,6095
1586,2017-2018,0,0,0,34,800000,,9267
1587,2017-2018,3,6,10,925,80000000,100000000.0,7171
1587,2018-2019,8,5,16,1661,100000000,56000000.0,7536
1587,2019-2020,1,0,2,357,56000000,50000000.0,7901
1587,2020-2021,6,3,20,1774,50000000,30000000.0,8266
1587,2021-2022,1,13,9,1409,30000000,,8632
1588,2017-2018,1,1,3,182,1000000,,6857
1593,2017-2018,0,0,1,19,0,2000000.0,6262
1593,2018-2019,0,0,0,417,2000000,1800000.0,6627
1593,2019-2020,1,1,3,378,1800000,5000000.0,6992
1593,2020-2021,0,0,0,55,5000000,10000000.0,7357
1593,2021-2022,7,1,15,1834,10000000,10000000.0,7723
1593,2021-2022,0,0,1,12,10000000,,7723
1595,2017-2018,0,0,3,469,1000000,,8470
1601,2017-2018,17,4,38,3068,25000000,40000000.0,7445
1601,2018-2019,13,5,28,2960,40000000,32000000.0,7810
1601,2019-2020,9,2,19,2143,32000000,25000000.0,8175
1601,2020-2021,7,1,24,2689,25000000,12000000.0,8540
1601,2021-2022,5,1,12,1956,12000000,,8906
1606,2017-2018,5,9,22,2439,40000000,40000000.0,7338
1606,2018-2019,5,3,14,1465,40000000,22500000.0,7703
1606,2019-2020,2,2,9,1266,22500000,25000000.0,8068
1606,2020-2021,5,5,15,2287,25000000,40000000.0,8433
1606,2021-2022,11,6,24,2606,40000000,,8799
1614,2017-2018,1,0,3,733,2000000,,10310
1616,2017-2018,3,5,14,1573,12000000,15000000.0,8001
1616,2018-2019,1,3,7,1254,15000000,9500000.0,8366
1616,2019-2020,3,3,8,1167,9500000,12000000.0,8731
1616,2020-2021,4,5,9,1014,12000000,12000000.0,9096
1616,2021-2022,3,0,13,1625,12000000,,9462
1617,2017-2018,1,1,4,529,900000,600000.0,7898
1617,2021-2022,0,0,1,234,600000,,9359
1619,2017-2018,0,0,3,383,3000000,,8639
1624,2017-2018,0,1,1,669,2500000,,8964
1629,2017-2018,1,0,7,471,1500000,1500000.0,8652
1629,2018-2019,0,0,10,730,1500000,2200000.0,9017
1629,2020-2021,3,1,15,1523,2200000,4000000.0,9747
1629,2021-2022,7,2,20,1672,4000000,,10113
1636,2017-2018,1,0,3,230,2500000,,8228
1643,2017-2018,1,2,5,665,3000000,2000000.0,7101
1643,2018-2019,0,0,4,369,2000000,700000.0,7466
1643,2020-2021,0,0,2,500,700000,,8196
1645,2017-2018,7,0,14,1060,7500000,10000000.0,8403
1645,2018-2019,6,0,27,1957,10000000,16000000.0,8768
1645,2019-2020,10,3,18,2031,16000000,9000000.0,9133
1645,2020-2021,1,0,3,991,9000000,4000000.0,9498
1645,2021-2022,1,0,2,563,4000000,4000000.0,9864
1645,2021-2022,0,0,0,4,4000000,,9864
1647,2017-2018,0,0,6,561,500000,,7467
1650,2017-2018,7,1,22,1608,12000000,13000000.0,9392
1650,2018-2019,1,1,1,123,13000000,,9757
1651,2017-2018,0,0,0,27,1000000,,8145
1652,2017-2018,1,0,3,562,1500000,,8193
1653,2017-2018,0,0,0,304,500000,,7994
1654,2017-2018,0,0,0,68,1000000,,6740
1659,2017-2018,3,1,6,433,500000,,8317
1662,2017-2018,1,0,4,445,800000,,11840
1667,2017-2018,0,0,0,2,250000,250000.0,7234
1667,2019-2020,0,0,0,8,250000,400000.0,7964
1667,2020-2021,0,0,0,5,400000,600000.0,8329
1667,2021-2022,1,0,4,380,600000,,8695
1669,2017-2018,2,4,7,1110,2000000,2000000.0,7735
1669,2018-2019,0,1,0,191,2000000,900000.0,8100
1669,2020-2021,0,0,1,150,900000,900000.0,8830
1669,2021-2022,0,0,0,26,900000,900000.0,9196
1669,2021-2022,0,0,0,89,900000,,9196
1672,2017-2018,0,0,0,1,250000,,7398
1673,2017-2018,5,0,16,766,6000000,6000000.0,10957
1673,2017-2018,3,0,5,457,6000000,,10957
1676,2017-2018,6,0,18,1946,3500000,2000000.0,8684
1676,2018-2019,0,0,0,215,2000000,2000000.0,9049
1676,2018-2019,0,0,2,298,2000000,,9049
1680,2017-2018,0,0,2,267,800000,,9351
1681,2017-2018,0,0,1,65,250000,,7865
1684,2017-2018,0,0,0,23,1500000,,12260
1690,2017-2018,0,0,0,19,300000,300000.0,6834
1690,2018-2019,0,0,1,82,300000,200000.0,7199
1690,2019-2020,0,0,0,4,200000,,7564
1692,2017-2018,0,1,1,624,1000000,,7655
1693,2017-2018,0,1,1,311,5000000,20000000.0,6151
1693,2018-2019,2,1,6,850,20000000,45000000.0,6516
1693,2019-2020,4,5,9,2251,45000000,45000000.0,6881
1693,2021-2022,4,4,18,1412,45000000,,7612
1695,2017-2018,1,1,4,596,8000000,8000000.0,7176
1695,2017-2018,5,2,17,1127,8000000,5000000.0,7176
1695,2018-2019,6,3,13,2148,5000000,4000000.0,7541
1695,2019-2020,6,2,23,2344,4000000,7000000.0,7906
1695,2020-2021,4,2,9,1318,7000000,25000000.0,8271
1695,2021-2022,16,1,24,2798,25000000,,8637
1697,2017-2018,0,0,0,158,500000,,8558
1713,2018-2019,0,0,0,14,300000,,7738
1716,2018-2019,10,2,23,1997,5000000,12000000.0,8730
1716,2019-2020,9,2,27,1591,12000000,10000000.0,9095
1716,2020-2021,0,0,2,202,10000000,8000000.0,9460
1716,2021-2022,6,1,15,1870,8000000,,9826
1717,2018-2019,1,0,2,399,10000000,9000000.0,5849
1717,2019-2020,0,0,5,442,9000000,15000000.0,6214
1717,2020-2021,3,0,7,1307,15000000,9000000.0,6579
1717,2021-2022,1,1,2,547,9000000,,6945
1718,2018-2019,1,0,7,527,30000000,,8857
1720,2018-2019,0,0,0,16,500000,1500000.0,6956
1720,2020-2021,1,0,2,580,1500000,,7686
1721,2018-2019,2,0,8,1520,2000000,1400000.0,10924
1721,2019-2020,2,3,4,1604,1400000,,11289
1722,2018-2019,3,3,17,2085,12000000,,8872
1723,2018-2019,4,5,10,1402,8000000,9500000.0,9707
1723,2019-2020,1,0,8,407,9500000,9500000.0,10072
1723,2019-2020,6,1,16,1934,9500000,9000000.0,10072
1723,2020-2021,2,2,7,1175,9000000,6000000.0,10437
1723,2021-2022,2,1,3,235,6000000,,10803
1725,2018-2019,1,1,1,167,10000000,9000000.0,6168
1725,2019-2020,1,0,4,558,9000000,9000000.0,6533
1725,2019-2020,0,0,0,65,9000000,30000000.0,6533
1725,2020-2021,4,3,15,2265,30000000,30000000.0,6898
1725,2020-2021,0,0,0,13,30000000,18000000.0,6898
1725,2021-2022,0,1,2,753,18000000,,7264
1729,2018-2019,1,0,1,45,2500000,2300000.0,6169
1729,2019-2020,0,0,0,25,2300000,,6534
1730,2018-2019,3,1,8,604,1500000,1200000.0,8213
1730,2019-2020,1,2,4,705,1200000,600000.0,8578
1730,2020-2021,0,0,1,53,600000,,8943
1731,2018-2019,6,1,17,1992,7500000,4800000.0,9718
1731,2019-2020,1,2,12,1213,4800000,1500000.0,10083
1731,2021-2022,2,0,10,1168,1500000,,10814
1735,2018-2019,5,2,23,1706,30000000,27000000.0,6799
1735,2019-2020,3,2,11,2048,27000000,20000000.0,7164
1735,2020-2021,4,2,10,1365,20000000,20000000.0,7529
1735,2021-2022,3,3,7,1333,20000000,,7895
1736,2018-2019,0,0,0,85,1000000,4500000.0,6829
1736,2019-2020,0,0,0,6,4500000,4000000.0,7194
1736,2021-2022,2,1,8,1020,4000000,,7925
1738,2018-2019,4,3,24,2150,10000000,6700000.0,6831
1738,2019-2020,5,1,14,1487,6700000,9000000.0,7196
1738,2020-2021,2,3,11,1466,9000000,,7561
1740,2018-2019,0,0,0,172,2000000,,10496
1744,2018-2019,2,0,9,541,1500000,,10959
1745,2018-2019,0,1,2,222,2500000,,8147
1746,2018-2019,0,0,3,216,1200000,,7662
1750,2018-2019,1,3,12,2280,1800000,1000000.0,10867
1750,2020-2021,2,4,13,2527,1000000,,11597
1751,2018-2019,1,0,1,211,4000000,3200000.0,9790
1751,2019-2020,1,0,6,574,3200000,2000000.0,10155
1751,2020-2021,1,0,2,300,2000000,,10520
1754,2018-2019,4,1,9,1009,1400000,,9419
1755,2018-2019,5,1,11,1539,3000000,1200000.0,11434
1755,2019-2020,0,0,1,164,1200000,1200000.0,11799
1755,2019-2020,3,0,7,880,1200000,1000000.0,11799
1755,2020-2021,0,2,4,806,1000000,,12164
1757,2018-2019,1,0,1,20,3000000,,6723
1760,2018-2019,0,0,0,45,5000000,,7374
1761,2018-2019,3,1,15,1514,5000000,5000000.0,9714
1761,2018-2019,0,0,0,30,5000000,4800000.0,9714
1761,2019-2020,8,2,19,2655,4800000,3000000.0,10079
1761,2020-2021,1,2,8,1795,3000000,3000000.0,10444
1761,2021-2022,8,2,16,1710,3000000,,10810
1763,2018-2019,0,1,1,482,1500000,,9606
1764,2018-2019,0,0,0,50,500000,,7781
1771,2018-2019,2,0,16,869,70000000,45000000.0,6382
1771,2019-2020,3,1,16,1364,45000000,40000000.0,6747
1771,2020-2021,3,3,13,1969,40000000,100000000.0,7112
1771,2021-2022,17,10,42,2690,100000000,,7478
1772,2018-2019,2,0,5,642,10000000,,10954
1776,2018-2019,0,1,2,353,14000000,9000000.0,6415
1776,2019-2020,0,0,2,348,9000000,8000000.0,6780
1776,2020-2021,0,2,4,862,8000000,2500000.0,7145
1776,2021-2022,0,0,1,140,2500000,,7511
1778,2018-2019,3,1,8,1061,10000000,8000000.0,9540
1778,2019-2020,4,0,15,1719,8000000,2500000.0,9905
1778,2021-2022,1,0,5,474,2500000,,10636
1785,2018-2019,1,2,6,614,40000000,,7614
1788,2018-2019,0,0,1,229,28000000,,8271
1789,2018-2019,14,6,20,2432,10000000,8000000.0,10661
1789,2019-2020,11,3,20,2747,8000000,4000000.0,11026
1789,2020-2021,5,0,16,2037,4000000,3000000.0,11391
1789,2021-2022,1,0,3,672,3000000,,11757
1793,2018-2019,0,0,0,6,400000,2000000.0,8239
1793,2020-2021,0,1,4,549,2000000,1500000.0,8969
1793,2021-2022,0,0,0,173,1500000,,9335
1794,2018-2019,0,0,1,12,300000,200000.0,12877
1794,2019-2020,0,0,1,232,200000,0.0,13242
1794,2021-2022,1,1,4,829,0,,13973
1795,2018-2019,0,0,0,341,700000,3000000.0,9231
1795,2021-2022,8,3,14,1644,3000000,,10327
1797,2018-2019,0,0,0,65,2500000,3000000.0,6189
1797,2020-2021,0,0,0,72,3000000,,6919
1799,2018-2019,0,0,1,14,0,,6940
1803,2018-2019,0,0,0,1,300000,600000.0,6872
1803,2020-2021,0,0,1,41,600000,,7602
1806,2018-2019,0,0,1,193,400000,,8430
1810,2018-2019,0,0,0,18,1500000,9000000.0,7259
1810,2019-2020,1,2,6,476,9000000,,7624
1811,2018-2019,3,4,14,2693,4000000,3200000.0,9821
1811,2019-2020,4,2,13,2505,3200000,2800000.0,10186
1811,2020-2021,5,5,10,2517,2800000,,10551
1812,2018-2019,0,0,0,38,1500000,,6871
1816,2018-2019,2,3,4,1583,18000000,,9494
1817,2018-2019,0,0,1,359,1000000,8000000.0,7161
1817,2021-2022,4,1,12,2245,8000000,,8257
1820,2018-2019,0,0,0,63,250000,,7653
1822,2018-2019,0,0,5,601,5000000,,7635
1825,2018-2019,1,0,7,492,1000000,800000.0,8173
1825,2019-2020,0,2,4,878,800000,1200000.0,8538
1825,2020-2021,1,0,1,375,1200000,,8903
1826,2018-2019,0,0,1,22,3000000,,6548
1832,2018-2019,9,0,25,2159,22000000,,8092
1834,2018-2019,0,1,5,785,3000000,,8209
1841,2018-2019,10,1,32,2144,17500000,14000000.0,9240
1841,2019-2020,6,2,18,993,14000000,,9605
1842,2018-2019,14,1,46,2813,20000000,16000000.0,8477
1842,2019-2020,4,0,14,1075,16000000,25000000.0,8842
1842,2021-2022,17,3,40,2914,25000000,,9573
1843,2018-2019,0,0,2,170,1200000,,8638
1845,2018-2019,0,1,1,888,5000000,,6614
1847,2018-2019,2,0,9,657,2500000,,7865
1849,2018-2019,2,2,13,1762,4000000,3200000.0,8395
1849,2019-2020,0,1,6,1354,3200000,2500000.0,8760
1849,2020-2021,2,0,5,969,2500000,,9125
1858,2019-2020,2,1,6,531,6000000,,9180
1860,2019-2020,1,1,2,184,0,,7807
1863,2019-2020,0,0,0,15,200000,2500000.0,6374
1863,2020-2021,0,0,1,137,2500000,,6739
1865,2019-2020,0,1,2,356,3200000,,8130
1867,2019-2020,0,0,0,5,200000,,7807
1871,2019-2020,13,2,20,2765,6000000,9000000.0,10025
1871,2020-2021,11,0,23,1625,9000000,6000000.0,10390
1871,2021-2022,8,2,18,1738,6000000,,10756
1873,2019-2020,1,2,9,1429,4800000,,7939
1874,2019-2020,0,0,1,37,325000,,11054
1876,2019-2020,0,0,7,870,2400000,,7885
1879,2019-2020,0,0,0,209,1200000,,11322
1883,2019-2020,0,0,0,26,8000000,,9728
1884,2019-2020,0,1,0,29,200000,1500000.0,6979
1884,2021-2022,0,0,2,219,1500000,,7710
1889,2019-2020,7,1,12,1027,36000000,60000000.0,5906
1889,2020-2021,4,0,7,431,60000000,60000000.0,6271
1889,2021-2022,4,0,8,336,60000000,,6637
1894,2019-2020,6,1,18,1745,81000000,80000000.0,6992
1894,2020-2021,7,5,14,1572,80000000,70000000.0,7357
1894,2021-2022,8,4,15,1263,70000000,,7723
1896,2019-2020,1,1,3,561,2400000,,8999
1898,2019-2020,2,0,9,654,2000000,,9996
1899,2019-2020,0,0,0,59,2000000,15000000.0,7985
1899,2020-2021,4,9,10,2186,15000000,10000000.0,8350
1899,2021-2022,4,7,20,1760,10000000,,8716
1901,2019-2020,1,0,1,88,250000,,8035
1902,2019-2020,0,0,1,115,0,,6661
1909,2019-2020,1,3,14,1077,80000000,40000000.0,10221
1909,2020-2021,3,2,5,532,40000000,12000000.0,10586
1909,2021-2022,0,1,7,717,12000000,,10952
1911,2019-2020,0,0,0,87,650000,,8792
1914,2019-2020,9,1,22,1507,22500000,40000000.0,7042
1914,2020-2021,17,2,39,2340,40000000,30000000.0,7407
1914,2021-2022,6,2,32,2140,30000000,,7773
1916,2019-2020,0,0,0,83,200000,,7952
1918,2019-2020,6,1,24,2059,9500000,10000000.0,10354
1918,2020-2021,4,0,11,1268,10000000,4000000.0,10719
1918,2021-2022,6,0,9,654,4000000,,11085
1919,2019-2020,2,1,3,430,32000000,20000000.0,7679
1919,2020-2021,0,0,1,149,20000000,16000000.0,8044
1919,2021-2022,1,3,4,369,16000000,,8410
1920,2019-2020,4,0,8,2188,3200000,1200000.0,10228
1920,2021-2022,0,0,1,177,1200000,,10959
1921,2019-2020,1,3,3,586,9500000,10000000.0,8363
1921,2020-2021,4,3,12,1471,10000000,,8728
1926,2019-2020,4,4,25,2312,13500000,15000000.0,6420
1926,2020-2021,1,1,7,805,15000000,15000000.0,6785
1926,2020-2021,0,0,5,299,15000000,7500000.0,6785
1926,2021-2022,1,0,9,1605,7500000,,7151
1927,2019-2020,0,0,1,250,2000000,,7685
1929,2019-2020,0,0,2,134,10000000,,8405
1930,2019-2020,1,0,1,13,300000,,6362
1939,2019-2020,0,0,0,9,250000,,7684
1944,2019-2020,14,3,31,2745,32000000,40000000.0,8940
1944,2020-2021,5,4,15,2631,40000000,25000000.0,9305
1944,2021-2022,6,4,16,2125,25000000,,9671
1948,2019-2020,0,0,0,75,250000,,7858
1957,2019-2020,7,3,18,2563,2400000,5000000.0,9811
1957,2020-2021,3,5,11,2170,5000000,4500000.0,10176
1957,2021-2022,6,1,14,2261,4500000,,10542
1961,2019-2020,0,0,3,182,300000,7500000.0,6474
1961,2021-2022,2,0,4,1116,7500000,,7205
1962,2019-2020,0,0,2,1634,2000000,3000000.0,9208
1962,2020-2021,4,2,10,2090,3000000,3000000.0,9573
1962,2021-2022,1,3,15,3111,3000000,,9939
1963,2019-2020,0,0,0,13,2300000,,6848
1966,2019-2020,0,0,0,2,200000,,7974
1967,2019-2020,2,0,8,1019,45000000,35000000.0,6566
1967,2020-2021,1,6,5,983,35000000,60000000.0,6931
1967,2021-2022,4,4,15,1523,60000000,,7297
1968,2019-2020,0,0,0,8,0,,5157
1970,2019-2020,1,0,5,573,300000,2000000.0,6543
1970,2020-2021,1,0,4,453,2000000,,6908
1971,2019-2020,0,0,0,82,1200000,,10204
1977,2019-2020,0,0,0,6,1200000,1200000.0,7822
1977,2020-2021,1,0,5,388,1200000,,8187
1981,2019-2020,2,0,6,743,7000000,,10553
1985,2019-2020,0,0,4,330,1200000,,9614
1987,2019-2020,0,0,0,4,1800000,1500000.0,6135
1987,2021-2022,0,0,0,51,1500000,,6866
1989,2019-2020,2,0,3,418,4800000,7000000.0,7991
1989,2020-2021,5,0,13,950,7000000,3000000.0,8356
1989,2021-2022,0,0,1,98,3000000,3000000.0,8722
1989,2021-2022,1,1,2,370,3000000,,8722
1990,2019-2020,0,3,2,1024,9000000,,7908
1992,2019-2020,1,0,2,240,650000,,11184
1996,2020-2021,0,0,0,36,600000,,7626
1998,2020-2021,0,0,0,73,2800000,,10403
1999,2020-2021,0,0,1,34,250000,,7547
2002,2020-2021,0,0,0,90,40000000,,9064
2003,2020-2021,0,0,0,26,200000,,7833
2005,2020-2021,0,0,0,47,0,,7504
2013,2020-2021,0,0,0,2,200000,,7589
2019,2020-2021,0,0,0,237,700000,1000000.0,7146
2019,2021-2022,0,1,5,610,1000000,,7512
2028,2020-2021,0,0,1,108,9000000,,8033
2029,2020-2021,0,0,2,100,20000000,,8573
2031,2020-2021,0,0,0,18,2000000,,10452
2036,2020-2021,1,1,1,857,1000000,,7953
2047,2020-2021,2,2,8,1666,1500000,2500000.0,7825
2047,2021-2022,4,2,14,1063,2500000,,8191
2048,2020-2021,3,1,10,914,9000000,6000000.0,11643
2048,2021-2022,5,1,12,1784,6000000,,12009
2056,2020-2021,0,0,1,27,8000000,4000000.0,8710
2056,2021-2022,0,0,2,127,4000000,4000000.0,9076
2056,2021-2022,1,1,8,902,4000000,,9076
2057,2020-2021,0,0,1,605,10000000,15000000.0,9845
2057,2021-2022,0,1,0,719,15000000,,10211
2060,2020-2021,5,1,16,1666,15000000,8000000.0,12030
2060,2021-2022,8,4,27,2844,8000000,,12396
2065,2020-2021,0,0,1,195,1700000,,10060
2069,2020-2021,0,1,0,30,250000,,7911
2070,2020-2021,0,0,0,14,100000,,6900
2073,2020-2021,0,1,1,860,1200000,,9905
2075,2020-2021,4,1,12,1177,3500000,5000000.0,8473
2075,2021-2022,1,3,8,973,5000000,,8839
2078,2020-2021,0,1,0,133,500000,,7121
2079,2020-2021,0,0,0,61,0,,7495
2082,2020-2021,0,0,0,2,300000,,7360
2086,2020-2021,2,2,8,1363,5000000,4000000.0,7778
2086,2021-2022,0,0,0,54,4000000,,8144
2087,2020-2021,2,5,3,2019,1500000,3000000.0,8428
2087,2021-2022,3,3,8,1632,3000000,,8794
2090,2020-2021,1,1,6,1122,2500000,,10031
2092,2020-2021,0,0,0,22,0,,6540
2095,2020-2021,1,1,4,1128,1000000,,12313
2100,2020-2021,0,0,2,542,6000000,2500000.0,6586
2100,2021-2022,0,0,2,672,2500000,,6952
2103,2020-2021,3,1,5,797,15000000,40000000.0,6282
2103,2021-2022,6,4,15,1678,40000000,,6648
2105,2020-2021,0,0,0,45,100000,,7702
2114,2020-2021,0,0,0,30,1000000,,6091
2117,2020-2021,2,0,5,1933,2000000,2000000.0,10504
2117,2021-2022,2,1,8,1395,2000000,,10870
2120,2020-2021,0,0,0,8,700000,,6720
2122,2020-2021,2,2,3,486,4000000,2500000.0,10225
2122,2021-2022,0,0,1,714,2500000,,10591
2124,2020-2021,1,2,1,393,3000000,2500000.0,7603
2124,2021-2022,0,0,4,578,2500000,,7969
2130,2020-2021,3,2,12,706,22000000,,7308
2135,2020-2021,0,0,0,52,1000000,,8030
2136,2020-2021,6,1,16,2133,6000000,,8722
2137,2020-2021,0,0,0,57,1500000,12000000.0,6382
2137,2021-2022,0,0,10,1337,12000000,,6748
2143,2021-2022,0,0,0,9,0,,7638
2144,2021-2022,0,0,2,124,3000000,,6104
2149,2021-2022,0,0,0,11,0,,6393
2152,2021-2022,0,0,3,162,6000000,,6616
2154,2021-2022,0,0,0,12,0,,7414
2155,2021-2022,11,1,20,1082,15000000,,11520
2160,2021-2022,0,0,0,21,500000,,8173
2163,2021-2022,2,1,6,590,3000000,,11187
2164,2021-2022,0,0,1,118,300000,,6719
2165,2021-2022,0,0,0,31,300000,,7585
2166,2021-2022,0,0,0,1,300000,,7948
2171,2021-2022,4,3,8,1801,5000000,,9717
2172,2021-2022,0,0,0,398,600000,,7896
2176,2021-2022,2,4,4,1157,18000000,,10222
2177,2021-2022,0,0,0,17,1500000,,8470
2179,2021-2022,6,4,14,1063,30000000,,7890
2181,2021-2022,0,0,0,192,5000000,,6423
2182,2021-2022,12,2,29,1851,35000000,,9819
2183,2021-2022,5,5,11,1269,12000000,,8812
2184,2021-2022,0,0,0,541,2200000,,8523
2186,2021-2022,0,0,0,25,0,,6170
2187,2021-2022,0,0,0,11,0,,6340
2188,2021-2022,1,0,3,580,8000000,,6955
2189,2021-2022,0,0,0,4,100000,,6873
2191,2021-2022,2,2,15,1148,2000000,,11488
2201,2021-2022,0,0,1,27,1000000,,6735
2202,2021-2022,0,0,0,135,2000000,,7298
2207,2021-2022,10,3,25,1472,50000000,,8736
2211,2021-2022,0,1,0,131,1000000,,7234
2212,2021-2022,0,0,0,1,1200000,,7205
2213,2021-2022,0,0,1,165,1000000,,7135
2215,2021-2022,0,1,0,20,100000,,7138
2216,2021-2022,0,0,0,201,7000000,,7772
2217,2021-2022,1,0,4,301,3000000,,8005
2218,2021-2022,0,0,0,1,0,,5952
2219,2021-2022,5,2,12,1015,16000000,,10530
2220,2021-2022,0,0,0,9,1000000,,7224
2222,2021-2022,0,0,2,132,0,,6687
2223,2021-2022,2,0,2,284,3000000,,7410
2229,2021-2022,0,1,3,490,16000000,,9159
2230,2021-2022,0,0,0,115,0,,6829
2231,2021-2022,0,0,2,88,500000,,7351
2232,2021-2022,0,0,1,186,1200000,,7845
2233,2021-2022,0,0,0,6,0,,6829
2236,2021-2022,0,0,0,434,1500000,,7962
2242,2021-2022,5,3,15,1438,7000000,,9749
2247,2021-2022,0,0,0,257,700000,,7831
2249,2021-2022,2,4,13,2288,3000000,,9502
2257,2021-2022,0,0,0,4,600000,,10956
2260,2021-2022,0,0,1,178,600000,,7206
2261,2021-2022,0,0,0,12,0,,6982
2265,2021-2022,0,0,0,5,500000,,6349
2273,2021-2022,1,0,5,317,2500000,,6512
2274,2021-2022,0,0,0,1,500000,,6589
2275,2021-2022,4,0,12,1763,10000000,,9159
2277,2021-2022,0,0,0,54,500000,,7156
2280,2021-2022,1,1,2,856,3000000,,9347
