player_id,season_label,tackles_won,blocks,interceptions,aerials_won,pass_completed,minutes_played,market_value,market_value_next_season,age_in_days
1398,2017-2018,7,8,11,13,385,675,15000000,25000000,8013
1398,2018-2019,30,35,63,93,1031,2613,25000000,24000000,8378
1398,2019-2020,19,33,62,104,1164,2810,24000000,20000000,8743
1398,2020-2021,12,12,53,58,907,1948,20000000,13000000,9108
1398,2021-2022,14,21,45,56,832,1860,13000000,,9474
1425,2019-2020,43,53,48,67,1027,2884,1200000,1000000,11160
1425,2020-2021,10,14,16,17,258,828,1000000,700000,11525
1425,2021-2022,15,19,17,29,508,1500,700000,,11891
1426,2017-2018,17,15,12,9,489,704,15000000,,8566
1428,2017-2018,21,18,15,6,856,2080,5000000,,8394
1430,2017-2018,18,45,50,109,753,2691,6000000,2000000,8460
1430,2018-2019,5,9,7,26,114,430,2000000,1600000,8825
1430,2019-2020,13,23,32,87,671,2121,1600000,2200000,9190
1430,2020-2021,2,2,7,14,127,468,2200000,,9555
1434,2019-2020,45,30,58,43,1311,2979,6700000,12000000,7650
1434,2020-2021,17,10,35,10,516,1168,12000000,20000000,8015
1434,2021-2022,22,13,25,23,820,1575,20000000,,8381
1440,2017-2018,69,38,38,110,792,2377,5000000,,10882
1451,2017-2018,15,9,17,10,541,963,15000000,15000000,7027
1451,2018-2019,33,21,33,22,937,1976,15000000,,7392
1466,2017-2018,15,23,29,45,384,1530,1800000,10000000,9919
1466,2018-2019,34,42,53,79,896,3240,10000000,7000000,10284
1466,2019-2020,15,24,37,64,771,2654,7000000,4000000,10649
1466,2020-2021,12,25,37,52,823,2631,4000000,2000000,11014
1466,2021-2022,16,36,27,62,930,3042,2000000,,11380
1467,2017-2018,16,9,9,8,317,797,8000000,5000000,6981
1467,2018-2019,4,9,6,0,140,270,5000000,1600000,7346
1467,2019-2020,15,9,8,11,172,470,1600000,2500000,7711
1467,2020-2021,6,12,10,8,276,728,2500000,1500000,8076
1467,2021-2022,12,6,8,4,230,590,1500000,,8442
1469,2017-2018,50,44,35,70,1441,3001,25000000,60000000,7869
1469,2018-2019,29,30,21,44,1024,1933,60000000,48000000,8234
1469,2019-2020,31,29,35,59,1985,2424,48000000,25000000,8599
1469,2020-2021,21,26,33,59,2130,2475,25000000,12000000,8964
1469,2021-2022,11,7,13,16,743,826,12000000,,9330
1475,2017-2018,35,39,71,59,1965,3024,9000000,16000000,9203
1475,2018-2019,34,39,41,53,2407,3059,16000000,16000000,9568
1475,2019-2020,15,29,38,59,1628,2576,16000000,8000000,9933
1475,2020-2021,17,21,39,41,1387,2392,8000000,6000000,10298
1475,2021-2022,5,17,13,26,920,1375,6000000,,10664
1476,2019-2020,4,7,7,16,252,673,6000000,2500000,10184
1476,2020-2021,0,8,6,19,75,321,2500000,,10549
1477,2017-2018,5,10,22,35,297,1022,500000,400000,11866
1477,2018-2019,9,4,22,30,180,701,400000,,12231
1480,2017-2018,36,26,49,18,1053,2815,12000000,4500000,7194
1480,2020-2021,20,15,13,15,675,1540,4500000,,8289
1484,2017-2018,37,32,42,39,878,2118,5000000,2500000,10882
1484,2018-2019,23,24,26,46,640,1738,2500000,,11247
1491,2017-2018,13,11,22,11,418,1109,2000000,1200000,7854
1491,2019-2020,3,2,0,3,50,219,1200000,,8584
1492,2017-2018,2,0,1,1,73,134,500000,,8347
1493,2017-2018,27,25,26,5,1436,2918,25000000,25000000,7689
1493,2018-2019,25,11,11,1,648,1178,25000000,16000000,8054
1493,2019-2020,2,4,2,0,148,343,16000000,10000000,8419
1493,2020-2021,7,6,6,2,398,829,10000000,,8784
1507,2017-2018,43,30,76,28,892,2228,2500000,3000000,8713
1507,2021-2022,20,29,30,26,849,1644,3000000,,10174
1512,2017-2018,32,22,27,19,726,1635,2000000,3000000,8338
1512,2018-2019,11,13,8,6,180,484,3000000,2400000,8703
1512,2019-2020,31,30,31,21,502,1931,2400000,2400000,9068
1512,2019-2020,0,0,0,1,4,6,2400000,3500000,9068
1512,2020-2021,8,10,20,13,358,1095,3500000,1800000,9433
1512,2021-2022,11,10,7,10,162,435,1800000,,9799
1515,2017-2018,25,18,31,23,945,1492,3000000,2500000,10918
1515,2018-2019,22,12,20,19,468,1070,2500000,2500000,11283
1515,2018-2019,10,4,10,16,239,601,2500000,1400000,11283
1515,2019-2020,20,18,22,33,450,1277,1400000,1000000,11648
1515,2020-2021,14,11,25,31,385,1232,1000000,,12013
1522,2020-2021,12,10,11,0,290,600,1200000,,9433
1523,2017-2018,33,27,62,62,547,2057,3000000,6000000,10334
1523,2018-2019,32,32,65,102,1045,2962,6000000,4800000,10699
1523,2019-2020,31,14,46,79,599,1918,4800000,2500000,11064
1523,2020-2021,24,38,62,0,1508,3071,2500000,,11429
1533,2019-2020,18,17,28,19,563,1447,2400000,1000000,8200
1533,2020-2021,1,1,3,0,76,110,1000000,,8565
1536,2017-2018,9,7,5,6,182,423,1500000,,9059
1539,2017-2018,35,25,37,47,1483,2189,60000000,45000000,8449
1539,2018-2019,5,10,18,11,841,1189,45000000,32000000,8814
1539,2019-2020,5,4,22,21,745,949,32000000,8000000,9179
1539,2020-2021,1,11,9,0,579,645,8000000,2000000,9544
1539,2021-2022,2,1,0,3,42,90,2000000,,9910
1545,2017-2018,30,24,36,44,608,1696,25000000,12000000,9123
1545,2019-2020,5,5,8,13,110,362,12000000,5000000,9853
1545,2020-2021,12,5,8,0,212,519,5000000,5000000,10218
1545,2021-2022,17,10,12,33,436,914,5000000,,10584
1549,2017-2018,1,1,3,1,29,77,100000,,6961
1550,2017-2018,15,19,25,37,738,1835,2000000,1500000,10609
1550,2018-2019,8,1,7,2,227,645,1500000,,10974
1551,2017-2018,33,13,41,17,634,1828,1500000,7500000,7541
1551,2018-2019,29,33,27,19,653,2032,7500000,4800000,7906
1551,2019-2020,30,19,18,26,714,2099,4800000,3000000,8271
1551,2020-2021,18,9,27,19,534,1558,3000000,2500000,8636
1551,2021-2022,22,20,25,31,547,1616,2500000,,9002
1552,2017-2018,20,13,24,14,519,1153,2000000,,10137
1553,2017-2018,1,0,0,1,7,61,0,,6451
1554,2017-2018,5,7,14,19,208,689,800000,800000,10150
1554,2018-2019,23,21,36,84,686,1868,800000,600000,10515
1554,2020-2021,4,19,16,17,205,909,600000,,11245
1555,2017-2018,0,0,0,1,18,90,200000,,8032
1560,2017-2018,0,0,0,3,3,29,0,150000,6871
1560,2020-2021,0,2,3,9,39,135,150000,,7966
1563,2017-2018,2,0,5,2,105,193,5000000,3000000,7202
1563,2018-2019,6,6,9,3,231,629,3000000,,7567
1567,2017-2018,16,10,20,34,448,1239,2500000,,10455
1572,2017-2018,14,10,17,19,232,1040,1500000,4000000,7928
1572,2018-2019,13,29,29,38,514,1632,4000000,4000000,8293
1572,2019-2020,2,1,3,12,88,267,4000000,4000000,8658
1572,2019-2020,9,12,12,19,283,809,4000000,2500000,8658
1572,2020-2021,14,8,13,40,301,1326,2500000,1800000,9023
1572,2021-2022,1,5,4,8,115,403,1800000,,9389
1573,2017-2018,10,9,22,20,151,720,600000,5000000,9330
1573,2018-2019,26,29,52,158,556,2794,5000000,8000000,9695
1573,2019-2020,11,19,21,46,562,1530,8000000,8000000,10060
1573,2019-2020,6,10,21,55,287,1530,8000000,4000000,10060
1573,2021-2022,24,32,44,82,1458,3330,4000000,,10791
1576,2017-2018,6,6,6,7,294,540,3000000,,9396
1578,2017-2018,13,43,30,29,535,2017,2000000,600000,9070
1578,2018-2019,19,19,19,31,275,1254,600000,475000,9435
1578,2019-2020,3,1,5,12,76,309,475000,800000,9800
1578,2020-2021,5,1,10,10,102,557,800000,800000,10165
1578,2021-2022,0,0,0,0,11,45,800000,,10531
1581,2017-2018,1,1,2,1,65,108,500000,,9585
1583,2017-2018,13,18,16,11,305,821,4000000,1600000,9558
1583,2019-2020,1,5,5,0,143,269,1600000,,10288
1589,2017-2018,5,5,11,3,131,435,400000,300000,7637
1589,2018-2019,10,9,12,17,151,749,300000,,8002
1590,2017-2018,65,33,78,70,688,3239,15000000,25000000,9133
1590,2018-2019,34,27,74,87,705,2976,25000000,24000000,9498
1590,2019-2020,32,20,34,86,711,3060,24000000,18000000,9863
1590,2020-2021,39,24,42,67,757,2941,18000000,10000000,10228
1590,2021-2022,26,24,59,52,1031,3115,10000000,,10594
1596,2017-2018,17,21,20,19,539,1189,5000000,25000000,7437
1596,2018-2019,25,27,23,34,914,1937,25000000,20000000,7802
1596,2019-2020,15,15,17,11,734,1014,20000000,8000000,8167
1596,2020-2021,1,5,4,3,202,289,8000000,,8532
1603,2017-2018,2,1,4,1,42,76,1000000,1500000,7455
1603,2018-2019,9,5,4,6,225,455,1500000,1600000,7820
1603,2019-2020,8,13,13,8,336,714,1600000,10000000,8185
1603,2020-2021,43,25,23,21,1143,2382,10000000,10000000,8550
1603,2021-2022,31,16,18,22,1199,2289,10000000,,8916
1608,2017-2018,19,16,21,11,456,993,2500000,6000000,7601
1608,2018-2019,28,15,21,8,776,1778,6000000,,7966
1611,2017-2018,15,9,10,9,411,757,5000000,,6633
1612,2017-2018,12,15,25,52,712,1928,5000000,25000000,7868
1612,2018-2019,24,34,37,70,1355,2806,25000000,20000000,8233
1612,2019-2020,8,11,12,26,504,1217,20000000,35000000,8598
1612,2020-2021,31,23,36,33,1622,2578,35000000,20000000,8963
1612,2021-2022,15,18,29,49,1115,1865,20000000,,9329
1615,2017-2018,0,0,2,2,36,63,200000,200000,6821
1615,2018-2019,0,2,1,1,44,90,200000,,7186
1618,2017-2018,30,27,53,60,1029,3065,5000000,7000000,9378
1618,2018-2019,25,31,57,106,1277,2767,7000000,,9743
1620,2017-2018,24,16,32,43,666,1571,10000000,8000000,10143
1620,2018-2019,19,41,27,74,777,2008,8000000,,10508
1623,2017-2018,19,18,15,14,504,1184,5000000,3000000,10417
1623,2018-2019,2,8,1,1,193,506,3000000,,10782
1626,2017-2018,1,1,2,0,17,45,0,,7890
1627,2017-2018,0,1,1,1,36,90,600000,,7576
1628,2017-2018,1,0,1,0,10,60,0,,7174
1632,2017-2018,55,28,50,59,879,2642,10000000,3500000,7113
1632,2020-2021,17,18,35,40,753,1964,3500000,5000000,8208
1632,2021-2022,47,30,46,59,888,2945,5000000,,8574
1634,2017-2018,16,19,36,29,352,1528,1500000,15000000,8276
1634,2018-2019,26,35,40,95,533,2008,15000000,11000000,8641
1634,2019-2020,1,0,2,5,9,90,11000000,,9006
1637,2017-2018,0,1,2,1,74,81,800000,300000,8362
1637,2018-2019,3,2,3,2,44,90,300000,,8727
1639,2017-2018,8,6,6,10,226,371,9000000,,8136
1640,2017-2018,10,23,33,44,517,1773,1500000,2000000,8861
1640,2018-2019,0,4,5,7,51,316,2000000,,9226
1642,2017-2018,6,4,13,2,170,424,500000,,7365
1648,2017-2018,28,18,24,36,381,1407,1500000,1000000,9582
1648,2018-2019,2,3,1,4,95,211,1000000,,9947
1656,2017-2018,52,52,67,70,1220,2941,15000000,15000000,7276
1656,2018-2019,11,20,28,43,469,1064,15000000,16000000,7641
1656,2019-2020,10,25,23,48,601,1572,16000000,20000000,8006
1656,2020-2021,12,19,32,61,988,2109,20000000,9000000,8371
1656,2021-2022,4,9,8,12,292,622,9000000,,8737
1657,2017-2018,22,23,62,70,658,2214,3000000,6000000,9125
1657,2018-2019,39,25,36,75,698,2245,6000000,4800000,9490
1657,2019-2020,19,23,42,87,556,2090,4800000,4000000,9855
1657,2020-2021,21,39,59,95,835,2641,4000000,,10220
1658,2017-2018,1,3,1,6,11,103,800000,3000000,7002
1658,2018-2019,17,25,10,42,221,1007,3000000,1600000,7367
1658,2019-2020,40,32,23,71,518,1870,1600000,12000000,7732
1658,2020-2021,33,33,31,77,783,2614,12000000,15000000,8097
1658,2021-2022,47,45,55,111,1017,2803,15000000,,8463
1666,2017-2018,23,27,40,24,768,2425,2000000,2500000,10285
1666,2018-2019,15,21,20,20,384,1449,2500000,1600000,10650
1666,2019-2020,15,24,34,34,849,2374,1600000,1200000,11015
1666,2020-2021,12,21,33,23,720,1623,1200000,700000,11380
1666,2021-2022,7,7,7,12,304,848,700000,,11746
1671,2017-2018,3,2,0,2,14,90,0,,7164
1674,2017-2018,1,1,3,2,21,90,0,,6548
1675,2017-2018,1,0,1,0,10,20,0,,7551
1678,2017-2018,0,0,0,0,4,9,300000,950000,7590
1678,2019-2020,17,18,8,6,293,1220,950000,2000000,8320
1678,2020-2021,18,26,11,14,411,1593,2000000,3000000,8685
1678,2021-2022,15,8,8,5,258,856,3000000,,9051
1679,2017-2018,2,3,1,0,38,106,0,,6137
1683,2017-2018,45,36,45,43,758,2219,3000000,,9144
1685,2017-2018,25,16,22,7,1000,1493,30000000,40000000,8447
1685,2018-2019,27,23,22,18,1098,1600,40000000,32000000,8812
1685,2019-2020,30,18,22,12,1469,2097,32000000,,9177
1686,2017-2018,5,5,5,7,78,231,1000000,2000000,8308
1686,2018-2019,16,15,16,34,313,850,2000000,,8673
1694,2017-2018,0,1,0,3,20,52,500000,16000000,7290
1694,2019-2020,21,39,27,45,1732,2971,16000000,50000000,8020
1694,2020-2021,11,33,23,0,1812,2970,50000000,50000000,8385
1694,2021-2022,19,32,19,58,1700,2855,50000000,,8751
1698,2017-2018,7,6,16,9,319,630,12000000,10000000,7301
1698,2018-2019,5,4,7,3,138,311,10000000,6000000,7666
1698,2019-2020,5,7,5,8,176,629,6000000,5000000,8031
1698,2020-2021,6,21,13,0,375,1348,5000000,3000000,8396
1698,2021-2022,5,9,6,11,188,341,3000000,,8762
1701,2017-2018,14,5,10,4,176,447,1000000,2400000,8013
1701,2019-2020,29,24,44,46,889,2332,2400000,2000000,8743
1701,2020-2021,28,39,43,0,709,2348,2000000,5000000,9108
1701,2021-2022,47,32,58,69,1069,2902,5000000,,9474
1704,2018-2019,38,22,19,24,957,2389,3000000,,10167
1706,2018-2019,15,12,23,20,332,1023,800000,800000,9061
1706,2020-2021,14,16,19,14,229,865,800000,1200000,9791
1706,2021-2022,31,26,51,37,611,1844,1200000,,10157
1707,2018-2019,3,0,1,1,64,180,300000,,7321
1709,2018-2019,9,8,5,18,233,536,3000000,,9092
1711,2018-2019,21,21,18,12,644,1863,2000000,800000,10979
1711,2019-2020,18,9,15,7,326,1029,800000,,11344
1714,2018-2019,22,32,35,70,1291,2682,8000000,5500000,9622
1714,2019-2020,27,26,52,83,1320,2888,5500000,7000000,9987
1714,2020-2021,16,23,43,61,1321,2426,7000000,4000000,10352
1714,2021-2022,14,17,27,63,1326,2617,4000000,,10718
1715,2018-2019,32,14,34,41,787,1772,18000000,12000000,9485
1715,2019-2020,24,12,19,21,482,1076,12000000,4000000,9850
1715,2021-2022,5,8,5,9,153,440,4000000,,10581
1724,2018-2019,0,0,0,1,15,67,400000,,10360
1726,2018-2019,0,0,0,0,0,1,600000,,8188
1727,2018-2019,31,55,55,69,1218,3130,10000000,4000000,8145
1727,2019-2020,9,13,8,14,516,1043,4000000,1800000,8510
1727,2021-2022,10,7,16,21,528,1090,1800000,,9241
1734,2018-2019,4,4,8,6,85,176,400000,4000000,8466
1734,2021-2022,23,26,30,117,1393,3240,4000000,,9562
1739,2018-2019,37,36,20,40,744,2354,10000000,18000000,7103
1739,2019-2020,51,58,36,51,916,3237,18000000,20000000,7468
1739,2020-2021,51,45,40,69,923,3244,20000000,28000000,7833
1739,2021-2022,0,0,0,0,15,23,28000000,,8199
1741,2018-2019,8,24,20,36,592,1580,20000000,17500000,7683
1741,2019-2020,8,17,11,37,718,1444,17500000,10000000,8048
1741,2020-2021,8,28,27,45,841,2079,10000000,7000000,8413
1741,2021-2022,24,29,30,33,540,1948,7000000,,8779
1747,2018-2019,7,6,7,3,155,317,3000000,18000000,6927
1747,2019-2020,46,30,31,63,1265,2839,18000000,25000000,7292
1747,2020-2021,52,33,61,58,1533,2991,25000000,25000000,7657
1747,2021-2022,3,1,2,0,57,91,25000000,,8023
1749,2018-2019,9,9,17,37,244,839,3000000,2400000,7885
1749,2019-2020,24,14,32,54,613,1659,2400000,2800000,8250
1749,2020-2021,16,24,43,46,615,2073,2800000,,8615
1752,2018-2019,29,36,42,67,985,2627,8000000,4800000,9799
1752,2019-2020,2,8,3,9,224,453,4800000,2000000,10164
1752,2020-2021,8,7,8,22,423,727,2000000,,10529
1753,2018-2019,39,22,19,17,402,1440,1500000,6000000,8444
1753,2020-2021,54,30,39,15,1399,3065,6000000,12000000,9174
1753,2021-2022,66,48,45,25,1697,3298,12000000,,9540
1756,2018-2019,0,1,1,0,10,49,1000000,,9353
1758,2018-2019,8,2,10,18,234,446,6000000,,7658
1766,2018-2019,11,17,11,32,417,893,12000000,,8702
1770,2018-2019,14,9,12,5,169,544,800000,800000,8019
1770,2021-2022,2,1,0,0,34,70,800000,,9115
1775,2018-2019,11,5,4,7,160,481,3000000,,7439
1777,2018-2019,2,3,4,8,194,284,4000000,12000000,7721
1777,2019-2020,27,20,20,86,1523,2394,12000000,22000000,8086
1777,2020-2021,20,35,36,119,1451,2747,22000000,30000000,8451
1777,2021-2022,32,34,48,107,1897,3330,30000000,,8817
1781,2018-2019,1,0,3,1,69,112,2500000,,6888
1782,2018-2019,3,6,7,14,198,521,300000,1200000,7607
1782,2019-2020,2,4,1,6,217,300,1200000,,7972
1796,2018-2019,55,34,44,30,981,2492,3000000,2800000,10440
1796,2019-2020,27,30,46,27,982,2432,2800000,2000000,10805
1796,2020-2021,22,22,27,21,807,1732,2000000,1800000,11170
1796,2021-2022,19,15,35,18,793,1977,1800000,,11536
1798,2018-2019,4,10,5,1,121,404,10000000,,6927
1801,2018-2019,17,20,25,25,706,2098,800000,650000,11635
1801,2019-2020,8,18,27,43,759,2227,650000,100000,12000
1801,2020-2021,0,2,0,3,28,103,100000,,12365
1802,2018-2019,8,19,7,15,381,951,7500000,4000000,7443
1802,2019-2020,18,13,2,19,502,981,4000000,6000000,7808
1802,2020-2021,16,12,10,14,505,1210,6000000,6000000,8173
1802,2021-2022,17,11,17,25,577,1342,6000000,,8539
1807,2018-2019,18,13,8,3,356,897,3500000,3200000,8565
1807,2019-2020,39,37,31,34,1472,3144,3200000,6000000,8930
1807,2020-2021,9,15,15,15,493,1260,6000000,6000000,9295
1807,2020-2021,16,15,24,27,754,1615,6000000,2500000,9295
1807,2021-2022,3,5,4,1,162,295,2500000,,9661
1808,2018-2019,27,23,37,53,779,2433,5000000,2400000,8842
1808,2019-2020,17,21,36,69,471,1874,2400000,,9207
1809,2018-2019,9,10,8,4,246,763,10000000,9000000,7173
1809,2019-2020,13,12,11,9,366,1087,9000000,9000000,7538
1809,2021-2022,30,25,25,17,935,2720,9000000,,8269
1813,2018-2019,31,36,39,18,837,2211,10000000,9000000,6685
1813,2019-2020,10,3,7,5,246,739,9000000,,7050
1819,2018-2019,4,5,8,3,291,627,1000000,4000000,7801
1819,2019-2020,12,11,12,10,842,1573,4000000,,8166
1821,2018-2019,14,13,20,13,644,1119,15000000,20000000,7686
1821,2019-2020,30,25,33,38,1419,2509,20000000,,8051
1827,2018-2019,0,0,0,3,7,46,2000000,1200000,7598
1827,2019-2020,4,4,4,10,155,497,1200000,2800000,7963
1827,2020-2021,10,15,15,13,294,921,2800000,,8328
1833,2018-2019,38,23,29,16,845,2700,3000000,3200000,8587
1833,2019-2020,34,12,34,39,931,2785,3200000,1800000,8952
1833,2021-2022,8,4,3,1,62,226,1800000,,9683
1836,2018-2019,3,0,1,0,58,90,200000,300000,6781
1836,2021-2022,1,1,2,0,17,41,300000,,7877
1837,2018-2019,3,1,0,1,21,45,200000,,7251
1839,2018-2019,14,11,31,23,394,1429,2000000,1200000,7850
1839,2019-2020,7,7,9,15,202,951,1200000,,8215
1840,2018-2019,2,1,3,2,109,157,8000000,9000000,6577
1840,2019-2020,0,0,0,2,49,77,9000000,,6942
1846,2018-2019,5,8,2,0,87,220,500000,800000,9050
1846,2019-2020,15,18,26,23,593,1325,800000,800000,9415
1846,2020-2021,5,8,9,0,260,562,800000,2000000,9780
1846,2021-2022,24,20,36,18,678,1334,2000000,,10146
1851,2018-2019,5,1,4,2,128,225,5000000,6700000,7029
1851,2019-2020,1,0,1,1,67,90,6700000,,7394
1852,2018-2019,9,6,7,15,237,536,10000000,,7271
1855,2019-2020,21,13,21,17,691,1805,1200000,,8174
1856,2019-2020,27,31,45,49,1078,2502,6500000,6000000,8495
1856,2020-2021,17,7,25,42,511,1289,6000000,7000000,8860
1856,2021-2022,26,23,38,62,1270,2637,7000000,,9226
1857,2019-2020,2,6,0,6,195,238,4500000,25000000,7240
1857,2020-2021,11,24,20,51,985,1510,25000000,50000000,7605
1857,2021-2022,23,37,23,60,1491,2272,50000000,,7971
1861,2019-2020,22,26,28,42,604,1997,4000000,,8035
1864,2019-2020,6,5,8,7,140,450,1200000,,9253
1872,2019-2020,9,11,17,30,246,1119,725000,2500000,9854
1872,2020-2021,6,8,23,30,417,1111,2500000,,10219
1875,2019-2020,4,8,11,18,151,473,100000,,13446
1877,2019-2020,23,33,37,95,1613,3134,32000000,45000000,9423
1877,2020-2021,13,35,31,58,1690,2788,45000000,40000000,9788
1877,2021-2022,24,48,24,80,1916,2957,40000000,,10154
1878,2019-2020,0,2,3,2,75,180,800000,800000,9252
1878,2020-2021,8,3,14,31,147,897,800000,800000,9617
1878,2020-2021,0,0,0,2,4,13,800000,,9617
1882,2019-2020,3,5,2,4,104,259,2700000,6000000,7238
1882,2020-2021,27,24,42,31,892,2137,6000000,8000000,7603
1882,2021-2022,23,20,19,19,453,1414,8000000,,7969
1885,2019-2020,19,34,34,78,988,3087,4000000,12000000,8698
1885,2020-2021,20,29,29,46,742,2363,12000000,8000000,9063
1885,2021-2022,14,27,22,39,567,1687,8000000,,9429
1888,2019-2020,0,0,0,1,21,73,300000,,7994
1893,2019-2020,19,18,40,92,709,2102,25500000,12000000,10822
1893,2020-2021,17,30,36,75,889,2057,12000000,6000000,11187
1893,2021-2022,15,17,28,45,632,1504,6000000,,11553
1897,2019-2020,9,11,14,4,350,752,16000000,,10158
1900,2019-2020,42,31,29,11,617,1768,650000,,10020
1903,2019-2020,15,0,20,0,0,1191,1200000,,9454
1904,2019-2020,3,4,10,25,307,681,800000,6000000,7945
1904,2021-2022,19,17,23,32,797,1464,6000000,,8676
1910,2019-2020,23,24,34,93,760,2610,3200000,3000000,10876
1910,2020-2021,11,22,34,59,568,2026,3000000,1500000,11241
1910,2021-2022,9,11,20,22,430,1159,1500000,,11607
1923,2019-2020,12,16,23,93,1279,2309,22500000,60000000,7355
1923,2020-2021,15,24,40,102,2133,2975,60000000,60000000,7720
1923,2021-2022,17,33,21,77,1894,2736,60000000,,8086
1924,2019-2020,1,1,1,3,42,93,3500000,,8563
1925,2019-2020,4,4,5,3,53,231,325000,,10767
1928,2019-2020,46,28,38,27,914,2396,31500000,25000000,7573
1928,2020-2021,17,15,16,10,577,1129,25000000,30000000,7938
1928,2021-2022,18,22,13,28,485,1181,30000000,,8304
1932,2019-2020,15,17,16,32,343,1197,4800000,,9227
1936,2019-2020,26,19,22,26,1060,1809,32000000,50000000,8608
1936,2020-2021,16,16,26,10,1302,2208,50000000,40000000,8973
1936,2021-2022,14,8,18,11,1226,1734,40000000,,9339
1937,2019-2020,15,12,20,36,602,1022,36000000,40000000,7653
1937,2020-2021,8,19,19,31,714,1133,40000000,60000000,8018
1937,2021-2022,32,42,52,83,1801,3031,60000000,,8384
1941,2019-2020,11,15,28,22,606,2205,800000,4000000,8238
1941,2020-2021,6,16,27,15,421,1797,4000000,4000000,8603
1941,2021-2022,19,27,32,20,676,2108,4000000,,8969
1943,2019-2020,0,0,0,0,1,4,0,,5425
1946,2019-2020,0,1,0,1,27,77,200000,200000,6567
1946,2020-2021,0,0,1,0,46,32,200000,1000000,6932
1946,2021-2022,4,6,6,12,193,381,1000000,,7298
1950,2019-2020,5,10,21,13,497,1270,2300000,2500000,6849
1950,2021-2022,0,0,0,0,2,4,2500000,,7580
1954,2019-2020,8,8,6,8,145,473,450000,,7645
1955,2019-2020,0,0,0,0,0,1,150000,,8034
1956,2019-2020,24,23,23,7,643,1498,4500000,4500000,7253
1956,2019-2020,1,0,0,0,10,37,4500000,4000000,7253
1956,2020-2021,22,35,27,8,829,2190,4000000,,7618
1958,2019-2020,2,2,1,1,37,108,2400000,,8949
1969,2019-2020,1,5,10,9,134,371,1600000,,8080
1972,2019-2020,24,32,35,77,894,2725,11000000,,7199
1975,2019-2020,10,29,33,82,746,2293,650000,800000,11708
1975,2020-2021,11,28,38,83,717,2638,800000,800000,12073
1975,2021-2022,19,19,28,62,781,2299,800000,,12439
1978,2019-2020,17,8,23,11,452,1360,1600000,1800000,7916
1978,2021-2022,3,3,2,4,74,258,1800000,,8647
1979,2019-2020,6,17,16,18,325,814,650000,500000,9881
1979,2021-2022,3,4,5,8,143,404,500000,,10612
1982,2019-2020,5,1,2,7,150,435,2400000,1600000,8638
1982,2020-2021,17,14,20,0,487,1134,1600000,,9003
1984,2019-2020,1,5,4,1,42,238,800000,800000,7783
1984,2020-2021,9,9,11,0,269,850,800000,800000,8148
1984,2021-2022,3,4,1,4,59,239,800000,,8514
1986,2019-2020,34,33,24,26,939,1979,28000000,20000000,10331
1986,2020-2021,39,22,40,0,1406,2475,20000000,15000000,10696
1986,2021-2022,12,12,10,28,607,976,15000000,,11062
1988,2019-2020,17,39,37,55,1016,3182,2400000,4000000,8422
1988,2021-2022,19,34,31,59,1113,3181,4000000,,9153
1995,2020-2021,42,23,23,20,1415,2330,15000000,18000000,10292
1995,2021-2022,29,22,14,22,1543,2260,18000000,,10658
2000,2020-2021,0,1,2,0,9,45,200000,200000,6616
2000,2021-2022,0,1,0,2,26,79,200000,,6982
2004,2020-2021,1,0,0,1,13,26,150000,,8005
2009,2020-2021,1,1,3,2,13,90,0,0,6193
2009,2021-2022,0,1,1,1,8,75,0,,6559
2010,2020-2021,1,1,2,0,11,90,200000,,7436
2021,2020-2021,43,37,49,28,769,2581,1500000,1500000,9749
2021,2021-2022,29,25,34,15,540,1544,1500000,,10115
2023,2020-2021,0,2,1,0,89,259,1000000,,7019
2024,2020-2021,1,2,1,3,68,95,400000,2500000,7241
2024,2021-2022,10,20,16,30,677,1830,2500000,,7607
2026,2020-2021,22,19,15,28,592,1962,2200000,2000000,10018
2026,2021-2022,21,15,16,23,770,1934,2000000,,10384
2027,2020-2021,0,0,0,0,0,1,0,,7423
2030,2020-2021,16,25,10,7,1142,1909,30000000,18000000,6998
2030,2021-2022,15,22,2,7,876,1512,18000000,,7364
2032,2020-2021,4,5,6,11,126,360,1500000,1000000,6898
2032,2021-2022,1,2,4,10,131,344,1000000,,7264
2035,2020-2021,2,0,1,1,36,62,0,300000,7650
2035,2021-2022,0,1,4,2,35,90,300000,,8016
2037,2020-2021,48,30,41,36,650,2601,2500000,6000000,10223
2037,2021-2022,63,45,54,46,1092,3329,6000000,,10589
2039,2020-2021,25,28,32,36,505,2637,3000000,3000000,9638
2039,2021-2022,19,26,24,31,520,1803,3000000,,10004
2040,2020-2021,0,0,1,0,7,45,150000,,7773
2042,2020-2021,9,4,13,5,285,652,1000000,1000000,7264
2042,2021-2022,3,3,10,4,170,276,1000000,,7630
2043,2020-2021,22,21,19,29,642,1168,12000000,25000000,8024
2043,2021-2022,49,29,20,36,982,1924,25000000,,8390
2049,2020-2021,10,15,14,0,321,792,2500000,,7058
2050,2020-2021,0,0,2,2,20,90,600000,,10117
2051,2020-2021,0,1,0,0,28,47,500000,,6861
2053,2020-2021,15,18,22,34,405,1825,1500000,1200000,10584
2053,2021-2022,0,2,1,4,13,136,1200000,,10950
2054,2020-2021,0,3,5,6,240,316,5000000,6000000,6732
2054,2021-2022,5,0,2,2,165,260,6000000,,7098
2058,2020-2021,13,7,14,10,327,1277,800000,,9567
