player_id,season_label,pass_completed,tackles_won,interceptions,assists,goals,minutes_played,market_value,market_value_next_season,age_in_days
1633,2020-2021,582,28,57,0,1,2728,15000000,14000000,9106
1633,2021-2022,661,32,71,2,1,2936,14000000,,9472
1638,2017-2018,362,15,4,1,1,948,3500000,20000000,7299
1638,2018-2019,919,31,24,7,6,2349,20000000,12000000,7664
1638,2019-2020,510,11,12,2,0,1477,12000000,14000000,8029
1638,2020-2021,919,31,32,0,9,2671,14000000,18000000,8394
1638,2021-2022,1195,35,37,5,4,3021,18000000,,8760
1641,2017-2018,2,0,0,0,0,5,250000,,7598
1644,2017-2018,302,15,15,0,0,813,100000,,13639
1646,2017-2018,1,0,0,0,0,3,300000,300000,6862
1646,2018-2019,45,2,0,0,0,90,300000,300000,7227
1646,2019-2020,0,0,0,0,0,4,300000,1500000,7592
1646,2021-2022,408,10,20,1,0,1386,1500000,,8323
1649,2017-2018,110,7,11,0,0,405,300000,,11815
1661,2017-2018,1074,28,15,2,9,1945,40000000,,10387
1663,2017-2018,326,5,8,0,0,570,800000,,11788
1664,2017-2018,1076,47,26,0,1,1755,7500000,,9806
1665,2017-2018,824,54,30,2,0,2559,5000000,4000000,8716
1665,2018-2019,932,46,35,2,1,2792,4000000,3200000,9081
1665,2019-2020,284,16,12,1,1,1088,3200000,3500000,9446
1665,2020-2021,270,10,7,0,2,1186,3500000,2500000,9811
1665,2021-2022,267,18,6,0,1,1366,2500000,,10177
1677,2017-2018,105,4,9,0,0,418,800000,,7953
1682,2017-2018,20,2,1,0,0,41,300000,,7920
1687,2017-2018,256,10,19,0,1,1002,1800000,2000000,8984
1687,2018-2019,82,3,3,0,0,389,2000000,,9349
1688,2017-2018,3,1,1,0,0,28,0,,6864
1691,2017-2018,183,13,5,0,0,573,1500000,,8289
1699,2017-2018,447,16,21,0,0,1233,6000000,20000000,6738
1699,2018-2019,323,8,21,0,0,656,20000000,54000000,7103
1699,2019-2020,961,19,21,5,2,1907,54000000,65000000,7468
1699,2020-2021,673,16,22,1,3,1330,65000000,70000000,7833
1699,2021-2022,1039,16,24,1,0,1833,70000000,,8199
1705,2018-2019,166,2,4,0,0,344,300000,,11798
1708,2018-2019,1438,54,38,2,3,2976,10000000,8000000,9742
1708,2019-2020,830,30,15,2,2,1927,8000000,4000000,10107
1708,2020-2021,930,29,31,0,1,2165,4000000,2500000,10472
1708,2021-2022,556,20,13,0,2,1105,2500000,,10838
1710,2018-2019,302,20,11,0,0,762,7000000,5500000,9036
1710,2019-2020,222,9,12,0,0,770,5500000,,9401
1712,2018-2019,296,19,11,0,1,1081,1500000,1200000,8387
1712,2019-2020,89,2,5,0,0,189,1200000,,8752
1719,2018-2019,783,17,19,0,1,1517,18000000,13500000,6907
1719,2019-2020,761,19,14,0,1,1830,13500000,12000000,7272
1719,2020-2021,697,22,16,0,3,1399,12000000,15000000,7637
1719,2021-2022,1716,41,32,0,1,2597,15000000,,8003
1728,2018-2019,12,1,0,0,0,37,100000,,13666
1732,2018-2019,1696,27,12,5,0,2385,25000000,16000000,9400
1732,2019-2020,553,4,4,0,0,892,16000000,15000000,9765
1732,2020-2021,812,12,11,0,2,1223,15000000,16000000,10130
1732,2021-2022,1157,33,16,3,2,1805,16000000,,10496
1733,2018-2019,784,35,14,1,0,1588,10000000,,7615
1737,2018-2019,910,35,30,1,1,2032,4000000,4000000,7758
1737,2021-2022,1214,56,33,2,1,2682,4000000,,8854
1742,2018-2019,142,7,0,1,1,376,17000000,13500000,6726
1742,2019-2020,33,0,0,0,0,65,13500000,,7091
1759,2018-2019,275,4,5,0,0,540,4000000,2800000,10524
1759,2019-2020,475,38,20,0,0,1506,2800000,2500000,10889
1759,2020-2021,587,37,25,1,0,1480,2500000,1800000,11254
1759,2021-2022,550,28,18,2,0,1550,1800000,,11620
1762,2018-2019,42,1,1,0,0,90,2500000,6000000,7483
1762,2019-2020,570,11,8,0,0,939,6000000,7500000,7848
1762,2020-2021,1175,23,25,1,1,2081,7500000,5000000,8213
1762,2021-2022,525,13,12,0,0,867,5000000,,8579
1765,2018-2019,352,24,14,0,0,1154,2000000,9000000,7300
1765,2019-2020,692,49,34,3,2,2368,9000000,18000000,7665
1765,2020-2021,588,26,26,1,3,2310,18000000,14000000,8030
1765,2021-2022,702,31,19,1,1,1645,14000000,,8396
1767,2018-2019,654,7,8,1,1,1732,5000000,,9242
1768,2018-2019,61,2,4,0,0,235,2500000,,8036
1773,2018-2019,12,0,1,0,0,24,10000000,13500000,6160
1773,2019-2020,182,1,3,0,2,454,13500000,10000000,6525
1773,2020-2021,442,11,2,4,0,1262,10000000,6000000,6890
1773,2021-2022,407,6,5,2,1,1411,6000000,,7256
1774,2018-2019,279,6,10,0,0,773,4000000,2400000,7848
1774,2019-2020,57,2,1,0,0,194,2400000,,8213
1779,2018-2019,825,21,22,3,2,1817,40000000,24000000,8086
1779,2019-2020,314,8,6,0,0,925,24000000,25000000,8451
1779,2020-2021,643,17,11,3,1,1366,25000000,40000000,8816
1779,2021-2022,621,14,8,5,4,1440,40000000,,9182
1780,2018-2019,1194,31,17,4,9,2397,50000000,22000000,7937
1780,2021-2022,434,12,5,1,1,994,22000000,,9033
1783,2018-2019,1,0,1,0,0,29,1000000,900000,6461
1783,2019-2020,34,2,0,1,0,51,900000,8000000,6826
1783,2020-2021,176,1,4,0,3,505,8000000,,7191
1786,2018-2019,60,5,1,0,0,157,300000,,7781
1787,2018-2019,36,0,1,0,0,69,250000,250000,7490
1787,2019-2020,1,0,0,0,0,6,250000,,7855
1790,2018-2019,619,23,2,1,2,1345,4000000,3200000,8765
1790,2019-2020,459,13,9,1,2,1236,3200000,4500000,9130
1790,2020-2021,920,15,18,1,7,1853,4500000,4000000,9495
1790,2021-2022,657,16,7,2,7,1692,4000000,,9861
1791,2018-2019,1200,10,9,1,0,1430,70000000,56000000,7812
1791,2019-2020,942,10,4,3,3,1182,56000000,,8177
1792,2018-2019,873,28,29,3,3,2055,15000000,24000000,7863
1792,2019-2020,1480,52,51,1,5,3139,24000000,40000000,8228
1792,2020-2021,908,36,32,4,2,2154,40000000,50000000,8593
1792,2021-2022,1351,38,21,2,3,2890,50000000,,8959
1800,2018-2019,269,11,5,3,0,610,2500000,1800000,6929
1800,2019-2020,171,3,2,1,0,253,1800000,5000000,7294
1800,2021-2022,561,15,13,0,2,1144,5000000,,8025
1804,2018-2019,626,34,34,0,0,1686,1200000,,11164
1805,2018-2019,239,8,10,0,2,464,5000000,1500000,7008
1805,2021-2022,2,0,0,0,0,1,1500000,,8104
1814,2018-2019,600,10,4,0,3,1617,3000000,1200000,7962
1814,2021-2022,46,2,0,0,0,72,1200000,,9058
1815,2018-2019,235,13,11,0,0,532,4000000,,8808
1818,2018-2019,106,3,0,0,0,156,10000000,9000000,6716
1818,2019-2020,384,7,5,2,0,510,9000000,18000000,7081
1818,2020-2021,318,3,1,0,1,292,18000000,7000000,7446
1818,2021-2022,418,3,3,0,1,487,7000000,,7812
1823,2018-2019,760,25,16,3,4,2504,10000000,11000000,7127
1823,2019-2020,549,10,14,2,9,1914,11000000,12000000,7492
1823,2020-2021,256,9,10,0,0,511,12000000,9000000,7857
1823,2021-2022,168,3,5,0,0,417,9000000,9000000,8223
1823,2021-2022,316,11,11,1,0,943,9000000,,8223
1824,2018-2019,179,11,8,0,0,357,6000000,,8202
1828,2018-2019,275,13,5,3,1,999,4000000,2400000,8361
1828,2019-2020,144,0,1,1,0,372,2400000,,8726
1830,2018-2019,17,0,2,0,0,45,2000000,,7429
1831,2018-2019,17,0,3,0,0,60,300000,,7595
1848,2018-2019,1342,44,29,7,3,1929,15000000,11000000,11182
1848,2019-2020,1090,38,17,2,8,1671,11000000,,11547
1850,2018-2019,201,18,10,0,0,670,2500000,2400000,9516
1850,2019-2020,574,26,12,2,0,1569,2400000,1800000,9881
1850,2020-2021,272,7,8,0,0,810,1800000,1000000,10246
1850,2021-2022,60,2,2,0,0,118,1000000,,10612
1853,2018-2019,1196,39,37,0,2,2198,12000000,6000000,8699
1853,2019-2020,862,27,28,2,0,1973,6000000,7500000,9064
1853,2020-2021,237,8,10,0,0,462,7500000,3000000,9429
1853,2021-2022,72,1,2,0,0,140,3000000,3000000,9795
1853,2021-2022,155,8,5,0,0,465,3000000,,9795
1854,2018-2019,1,0,0,0,0,7,100000,250000,6908
1854,2019-2020,361,12,9,0,0,524,250000,20000000,7273
1854,2020-2021,983,22,40,0,0,1882,20000000,30000000,7638
1854,2021-2022,1245,25,49,1,2,2591,30000000,,8004
1859,2019-2020,9,1,2,0,0,30,150000,600000,7159
1859,2020-2021,271,9,9,0,0,838,600000,,7524
1862,2019-2020,1029,37,39,0,0,2903,2000000,3500000,8380
1862,2021-2022,617,30,24,0,2,1934,3500000,,9111
1866,2019-2020,41,0,0,0,0,159,4000000,,11623
1868,2019-2020,3,0,0,0,0,2,100000,300000,6195
1868,2020-2021,12,0,0,0,0,11,300000,,6560
1869,2019-2020,312,9,17,0,0,706,3200000,,9852
1870,2019-2020,316,21,24,0,0,1499,800000,2000000,7798
1870,2020-2021,274,15,13,0,0,1321,2000000,1500000,8163
1870,2021-2022,95,3,4,0,0,343,1500000,,8529
1881,2019-2020,2,0,0,0,0,4,900000,,7221
1887,2019-2020,8,0,0,0,0,15,300000,1000000,7304
1887,2020-2021,81,4,8,0,0,231,1000000,,7669
1890,2019-2020,573,24,17,3,0,1690,2800000,1000000,8369
1890,2021-2022,46,1,0,0,0,117,1000000,,9100
1891,2019-2020,232,13,6,0,0,786,2800000,,11097
1892,2019-2020,824,26,10,4,7,2638,32000000,25000000,9298
1892,2020-2021,1048,23,8,6,5,2622,25000000,40000000,9663
1892,2021-2022,1207,29,7,8,6,2794,40000000,,10029
1895,2019-2020,41,2,2,0,0,166,3200000,,7490
1906,2019-2020,597,14,12,0,0,1216,5500000,6000000,9908
1906,2020-2021,731,12,24,0,0,1041,6000000,4000000,10273
1906,2021-2022,602,7,22,0,0,1046,4000000,,10639
1907,2019-2020,59,2,2,0,0,126,250000,,7643
1908,2019-2020,293,3,5,0,0,495,200000,7500000,6910
1908,2020-2021,1035,13,27,0,1,1988,7500000,20000000,7275
1908,2021-2022,890,27,30,0,1,2361,20000000,,7641
1912,2019-2020,671,21,17,2,0,1123,16000000,7000000,10484
1912,2020-2021,594,7,14,1,0,682,7000000,5000000,10849
1912,2021-2022,560,8,12,0,0,859,5000000,,11215
1915,2019-2020,25,1,2,0,0,83,900000,,6721
1917,2019-2020,1519,19,21,2,2,2115,72000000,90000000,7904
1917,2020-2021,2575,27,38,4,3,3154,90000000,60000000,8269
1917,2021-2022,1504,19,20,3,3,2476,60000000,,8635
1922,2019-2020,0,0,0,0,0,2,100000,300000,7126
1922,2020-2021,6,0,0,0,0,23,300000,,7491
1931,2019-2020,75,3,1,0,0,173,1300000,,7027
1933,2019-2020,33,4,5,0,0,152,100000,300000,6816
1933,2020-2021,13,2,1,0,0,66,300000,,7181
1935,2019-2020,14,0,0,0,0,33,250000,1500000,7618
1935,2021-2022,177,8,15,1,0,656,1500000,,8349
1938,2019-2020,490,30,16,0,1,1496,2700000,7000000,7538
1938,2020-2021,934,36,23,0,2,2660,7000000,12000000,7903
1938,2021-2022,1104,20,20,3,2,2915,12000000,,8269
1940,2019-2020,10,0,0,0,0,52,325000,,8708
1942,2019-2020,14,0,0,0,1,83,8000000,4000000,11483
1942,2020-2021,94,3,2,0,3,593,4000000,4000000,11848
1942,2021-2022,145,4,3,0,2,884,4000000,,12214
1945,2019-2020,4,0,0,0,0,11,100000,,6244
1949,2019-2020,29,1,4,0,0,130,300000,,11652
1952,2019-2020,86,1,10,0,0,218,250000,1000000,7991
1952,2020-2021,422,19,17,0,0,1159,1000000,1500000,8356
1952,2021-2022,181,6,3,0,2,519,1500000,,8722
1959,2019-2020,4,0,0,0,0,19,800000,0,8037
1959,2021-2022,0,0,0,0,0,1,0,,8768
1964,2019-2020,933,32,38,2,5,3039,1200000,1200000,11166
1964,2021-2022,716,31,20,3,3,2832,1200000,,11897
1965,2019-2020,438,16,10,0,1,936,8000000,22000000,9030
1965,2020-2021,1378,56,68,0,1,2864,22000000,25000000,9395
1965,2021-2022,1245,53,31,2,1,2529,25000000,,9761
1973,2019-2020,545,13,28,0,0,1751,3200000,3000000,7961
1973,2020-2021,426,14,28,0,0,1460,3000000,1500000,8326
1973,2021-2022,281,5,8,0,0,830,1500000,,8692
1974,2019-2020,159,7,2,1,1,741,2300000,3500000,6825
1974,2020-2021,254,2,5,2,2,1035,3500000,15000000,7190
1974,2021-2022,347,7,5,4,6,1422,15000000,,7556
1976,2019-2020,131,7,7,0,0,325,300000,8000000,11067
1976,2020-2021,24,0,0,1,0,49,8000000,8000000,11432
1976,2020-2021,394,15,8,4,0,976,8000000,10000000,11432
1976,2021-2022,868,34,18,3,1,2257,10000000,,11798
1983,2019-2020,1,0,0,0,0,9,2400000,,10934
1991,2019-2020,33,0,0,0,0,73,1800000,5000000,6621
1991,2020-2021,729,21,18,0,0,1701,5000000,20000000,6986
1991,2021-2022,1013,11,19,0,0,2383,20000000,,7352
1993,2019-2020,1291,49,44,0,2,2583,20000000,,8447
1994,2020-2021,7,0,0,0,0,60,150000,,7540
1997,2020-2021,170,8,6,0,0,378,1500000,4000000,8047
1997,2021-2022,284,9,11,0,0,516,4000000,,8413
2001,2020-2021,180,10,14,0,0,800,600000,,11041
2006,2020-2021,72,1,4,0,0,135,3000000,,6667
2008,2020-2021,169,6,3,0,1,543,2500000,1000000,7219
2008,2021-2022,4,0,0,0,0,2,1000000,,7585
2011,2020-2021,4,0,0,0,0,35,0,1000000,5712
2011,2021-2022,41,4,3,0,0,197,1000000,,6078
2012,2020-2021,870,16,29,0,1,2492,4000000,1800000,10400
2012,2021-2022,427,16,10,0,0,1179,1800000,,10766
2014,2020-2021,157,2,3,0,0,220,5000000,5000000,7101
2014,2021-2022,18,0,1,0,0,31,5000000,,7467
2015,2020-2021,65,2,8,0,0,251,800000,,9092
2016,2020-2021,8,1,1,0,0,15,200000,,8001
2017,2020-2021,7,0,0,0,0,24,50000,,8012
2020,2020-2021,686,10,20,0,1,1185,2000000,3000000,11496
2020,2021-2022,1167,26,35,1,1,2290,3000000,,11862
2034,2020-2021,382,8,7,0,0,779,3500000,,7932
2044,2020-2021,4,1,0,0,0,16,100000,,7567
2055,2020-2021,90,4,2,0,0,145,500000,,7418
2061,2020-2021,9,0,0,0,0,65,1000000,,5913
2062,2020-2021,526,29,51,0,0,2615,4000000,4000000,9852
2062,2021-2022,255,29,34,1,0,1303,4000000,,10218
2067,2020-2021,8,1,0,0,0,15,600000,1000000,6640
2067,2021-2022,30,3,4,0,0,181,1000000,,7006
2074,2020-2021,1167,26,43,0,1,2338,5000000,3000000,8481
2074,2021-2022,434,17,18,2,1,1143,3000000,,8847
2081,2020-2021,416,11,24,1,1,1253,4000000,5000000,9217
2081,2021-2022,1150,29,25,3,3,2773,5000000,,9583
2088,2020-2021,339,6,5,2,1,542,25000000,9000000,6191
2088,2021-2022,216,18,12,0,0,818,9000000,,6557
2089,2020-2021,314,18,15,0,1,1530,15000000,15000000,6242
2089,2021-2022,277,13,14,0,1,1259,15000000,,6608
2091,2020-2021,17,1,1,0,0,35,3000000,3000000,6473
2091,2021-2022,76,3,2,0,0,199,3000000,,6839
2094,2020-2021,70,3,1,0,0,141,1000000,,7880
2096,2020-2021,85,0,6,2,0,198,4000000,,8614
2098,2020-2021,7,0,0,0,0,9,2500000,,7209
2099,2020-2021,1498,27,33,3,3,2415,70000000,80000000,6246
2099,2021-2022,513,12,5,1,3,885,80000000,,6612
2104,2020-2021,688,8,11,0,0,627,20000000,,10866
2106,2020-2021,135,3,2,0,1,523,1000000,,9444
2107,2020-2021,68,5,2,0,2,341,3000000,,7349
2108,2020-2021,835,22,26,1,1,2187,10000000,7000000,7960
2108,2021-2022,370,18,16,0,0,1206,7000000,,8326
2111,2020-2021,10,0,1,0,0,15,300000,,7980
2115,2020-2021,14,0,0,0,0,67,300000,600000,6895
2115,2021-2022,103,1,3,0,0,283,600000,,7261
2119,2020-2021,663,30,17,1,1,2064,3000000,,8379
2121,2020-2021,720,12,13,5,2,1399,5000000,4000000,12411
2121,2021-2022,912,17,7,4,2,1720,4000000,,12777
2125,2020-2021,0,0,0,0,0,1,0,0,5857
2125,2021-2022,1,0,0,0,0,2,0,,6223
2126,2020-2021,1292,44,53,1,0,2701,20000000,10000000,8923
2126,2021-2022,683,31,28,0,0,1412,10000000,,9289
2128,2020-2021,272,4,12,0,1,518,20000000,,8725
2129,2020-2021,504,15,27,1,0,1548,2200000,5000000,9297
2129,2021-2022,989,40,47,0,1,2725,5000000,,9663
2131,2020-2021,67,2,5,0,0,115,800000,,9297
2133,2020-2021,24,0,3,0,0,118,1500000,1500000,6428
2133,2021-2022,52,4,4,0,0,108,1500000,,6794
2140,2020-2021,33,1,0,0,0,100,500000,3500000,7667
2140,2021-2022,378,5,19,0,1,1166,3500000,,8033
2146,2021-2022,398,20,30,1,0,1425,3000000,,8018
2161,2021-2022,761,17,15,1,1,1481,4000000,,8527
2168,2021-2022,760,35,17,1,2,1236,55000000,,6627
2169,2021-2022,4,0,0,0,0,7,400000,,7263
2173,2021-2022,435,15,30,1,2,1097,2000000,,9788
2180,2021-2022,619,24,13,1,2,1549,7000000,,10713
2196,2021-2022,1086,18,25,5,2,2316,60000000,,5993
2200,2021-2022,611,20,6,1,2,1114,20000000,,6938
2203,2021-2022,5,0,0,0,0,9,150000,,6806
2204,2021-2022,2,1,0,0,0,3,800000,,8642
2206,2021-2022,29,0,0,0,1,60,1000000,,10952
2214,2021-2022,163,7,4,2,0,587,4000000,,9114
2224,2021-2022,341,25,21,1,0,992,5000000,,7806
2234,2021-2022,51,1,1,0,0,166,800000,,7992
2237,2021-2022,4,0,0,0,0,9,0,,5885
2239,2021-2022,271,6,4,0,0,668,3000000,,7781
2243,2021-2022,606,22,37,0,2,2312,4000000,,8768
2244,2021-2022,271,13,8,0,3,1462,4000000,,8427
2246,2021-2022,14,0,0,0,0,7,150000,,7440
2251,2021-2022,216,3,4,0,0,525,900000,,11518
2252,2021-2022,266,11,9,1,0,918,2500000,,7838
2254,2021-2022,57,1,0,0,0,99,4000000,,9049
2264,2021-2022,519,24,32,0,1,1616,1500000,,8655
2266,2021-2022,28,2,0,0,0,82,0,,6065
2268,2021-2022,11,0,0,0,0,29,700000,,7261
2272,2021-2022,30,1,3,0,0,68,0,,6560
2279,2021-2022,81,0,2,0,0,207,3000000,,6910
2281,2021-2022,1102,53,39,0,0,2569,3000000,,9631
2282,2021-2022,1005,27,38,0,0,2012,3000000,,8179
2284,2021-2022,236,6,8,1,1,928,5000000,,9495
2285,2021-2022,4,0,0,0,0,23,250000,,7304
2286,2021-2022,118,3,1,1,0,298,5000000,,8320
